BarIndex,Time,MacroState,ActiveDirection,SequencePhase,SequenceAuthority,MaturityLevel,DominanceScore,DegradationScore,BalanceScore,TransitionScore,AmbiguityScore,SFCStatus,ExpectedNextBehavior,InvalidationCondition
973,"2026-05-19 03:10:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.257,0.742,0.002,0.506,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
974,"2026-05-19 03:15:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.236,0.683,0.002,0.465,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
975,"2026-05-19 03:20:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.267,0.778,0.001,0.528,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
976,"2026-05-19 03:25:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.246,0.716,0.001,0.486,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
977,"2026-05-19 03:30:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.276,0.809,0.001,0.547,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
978,"2026-05-19 03:35:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.254,0.744,0.001,0.503,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
979,"2026-05-19 03:40:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.234,0.684,0.001,0.463,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
980,"2026-05-19 03:45:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.215,0.630,0.001,0.426,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
981,"2026-05-19 03:50:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.248,0.729,0.001,0.492,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
982,"2026-05-19 03:55:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.228,0.671,0.001,0.452,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
983,"2026-05-19 04:00:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.210,0.617,0.001,0.416,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
984,"2026-05-19 04:05:00","Directional","Up","TwoR",0.900,"Resolved",1.000,0.193,0.568,0.001,0.383,"None","Continuation or shallow non-dominant retrace expected.","Invalidated by failed continuation, rising overlap, or opposing authority."
985,"2026-05-19 04:10:00","Unresolved","Up","TwoR",0.900,"Resolved",0.840,0.638,0.823,0.131,0.702,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
986,"2026-05-19 04:15:00","Balance","Up","TwoR",0.900,"Resolved",0.903,0.587,0.757,0.120,0.646,"Candidate","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
987,"2026-05-19 04:20:00","Balance","Up","TwoR",0.900,"Resolved",0.961,0.540,0.696,0.111,0.594,"Candidate","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
988,"2026-05-19 04:25:00","Balance","Up","TwoR",0.900,"Resolved",0.984,0.546,0.790,0.102,0.647,"Candidate","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
989,"2026-05-19 04:30:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.503,0.727,0.094,0.595,"Candidate","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
990,"2026-05-19 04:35:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.463,0.669,0.086,0.548,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
991,"2026-05-19 04:40:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.476,0.766,0.079,0.604,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
992,"2026-05-19 04:45:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.437,0.704,0.073,0.555,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
993,"2026-05-19 04:50:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.402,0.648,0.067,0.511,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
994,"2026-05-19 04:55:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.420,0.746,0.062,0.570,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
995,"2026-05-19 05:00:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.387,0.686,0.057,0.525,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
996,"2026-05-19 05:05:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.356,0.632,0.052,0.483,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
997,"2026-05-19 05:10:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.377,0.731,0.048,0.544,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
998,"2026-05-19 05:15:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.347,0.673,0.044,0.500,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
999,"2026-05-19 05:20:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.319,0.619,0.041,0.460,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
1000,"2026-05-19 05:25:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.344,0.719,0.037,0.524,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
1001,"2026-05-19 05:30:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.316,0.662,0.034,0.482,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
1002,"2026-05-19 05:35:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.291,0.609,0.032,0.443,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
1003,"2026-05-19 05:40:00","Directional","Up","TwoR",0.900,"Resolved",1.000,0.268,0.560,0.029,0.408,"None","Continuation or shallow non-dominant retrace expected.","Invalidated by failed continuation, rising overlap, or opposing authority."
1004,"2026-05-19 05:45:00","Unresolved","Up","TwoR",0.900,"Resolved",0.840,0.706,0.815,0.157,0.725,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
1005,"2026-05-19 05:50:00","Unresolved","Up","TwoR",0.900,"Resolved",0.873,0.700,0.900,0.144,0.767,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
1006,"2026-05-19 05:55:00","Unresolved","Up","TwoR",0.900,"Resolved",0.903,0.694,0.978,0.133,0.806,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
1007,"2026-05-19 06:00:00","Unresolved","Up","TwoR",0.900,"Resolved",0.961,0.638,0.900,0.122,0.741,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
1008,"2026-05-19 06:05:00","Unresolved","Up","TwoR",0.900,"Resolved",0.984,0.637,0.978,0.112,0.782,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
1009,"2026-05-19 06:10:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.586,0.900,0.103,0.719,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
1010,"2026-05-19 06:15:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.589,0.978,0.095,0.762,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
1011,"2026-05-19 06:20:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.592,1.000,0.087,0.801,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
1012,"2026-05-19 06:25:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.545,0.920,0.080,0.737,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
1013,"2026-05-19 06:30:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.551,0.996,0.074,0.778,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
1014,"2026-05-19 06:35:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.507,0.917,0.068,0.716,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
1015,"2026-05-19 06:40:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.467,0.843,0.063,0.658,"None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
1016,"2026-05-19 06:45:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.479,0.926,0.058,0.706,"None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
1017,"2026-05-19 06:50:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.491,1.000,0.053,0.749,"None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
1018,"2026-05-19 06:55:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.502,1.000,0.049,0.789,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
1019,"2026-05-19 07:00:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.511,1.000,0.045,0.826,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
1020,"2026-05-19 07:05:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.471,0.920,0.041,0.760,"None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
1021,"2026-05-19 07:10:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.433,0.846,0.038,0.699,"None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
1022,"2026-05-19 07:15:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.398,0.779,0.035,0.643,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
1023,"2026-05-19 07:20:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.366,0.716,0.032,0.592,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
